wordId, fileId, frequency, positions
11887,8500,714,"10,20,25,44,75,95,111,116,132,142,145,154,158,189,199,216,223,248,266,307,341,346,356,362,429,438,448,470,491,504,755,762,778,783,787,792,803,811,820,858,865,880,915,925,940,953,963,977,981,991,1021,1025,1033,1037,1048,1061,1073,1220,1232,1243,1356,1386,1389,1411,1435,1438,1464,1498,1518,1521,1603,1608,1616,1842,1848,1864,1868,1959,1974,2009,2019,2068,2102,2140,2157,2262,2307,2327,2331,2423,2428,2472,2481,2506,2577,2596,2603,2608,2619,2639,2655,2681,2684,2693,2697,2732,2757,2766,2804,2824,2856,2878,2893,2923,2947,2957,2965,2976,2989,3034,3052,3075,3091,3097,3106,3121,3137,3157,3164,3182,3189,3197,3204,3207,3210,3214,3232,3238,3297,3303,3321,3342,3349,3403,3425,3431,3481,3526,3554,3598,3617,3627,3633,3648,3655,3691,3697,3725,3785,3794,3815,3863,3878,3898,3905,3910,3923,3933,3940,3964,3992,4011,4025,4073,4106,4116,4151,4182,4221,4229,4257,4278,4281,4304,4313,4340,4347,4361,4370,4385,4399,4402,4410,4451,4462,4465,4473,4476,4537,4615,4630,4646,4655,4667,4673,4691,4699,4714,4722,4732,4753,4760,4779,4787,4801,4829,4843,4851,4869,4892,4903,4924,4951,4965,4976,5006,5021,5024,5027,5045,5106,5145,5149,5159,5196,5204,5222,5245,5248,5273,5338,5341,5370,5382,5407,5410,5437,5441,5485,5490,5497,5515,5598,5606,5610,5646,5653,5662,5669,5678,5727,5739,5761,5767,5811,5859,5876,5893,5908,5930,5933,5939,5941,5957,5963,5975,5998,6002,6007,6018,6026,6039,6108,6162,6227,6273,6432,6435,6444,6446,6454,6463,6466,6476,6507,6525,6533,6583,6604,6632,6711,6795,6802,6824,6831,6854,6870,6945,6982,7034,7099,7117,7124,7137,7176,7192,7198,7230,7247,7323,7385,7408,7515,7530,7539,7560,7599,7608,7637,7642,7752,7768,7788,7829,7845,7870,7882,7922,7952,7970,7980,8024,8028,8106,8135,8148,8152,8157,8159,8354,8358,8388,8470,8486,8499,8608,8658,8664,8744,8761,8770,8773,8792,8800,8842,8870,8899,8946,8990,9005,9046,9067,9088,9102,9116,9142,9147,9157,9202,9204,9207,9226,9244,9294,9298,9302,9308,9342,9350,9365,9388,9398,9405,9413,9423,9464,9507,9536,9553,9596,9619,9726,9774,9778,9792,9804,9811,9853,9858,9863,9868,9881,9886,9889,9896,9899,9907,9921,9937,9943,9956,9997,10008,10041,10056,10066,10072,10078,10123,10133,10140,10143,10147,10210,10252,10267,10289,10294,10316,10320,10338,10354,10365,10378,10398,10406,10485,10533,10555,10558,10593,10613,10617,10642,10661,10703,10737,10782,10790,10803,10825,10844,10857,10882,10920,10927,10970,10973,10991,11004,11098,11166,11224,11231,11280,11317,11324,11373,11395,11399,11416,11449,11454,11469,11498,11511,11515,11533,11538,11709,11715,11732,11764,11777,11789,11792,11798,11805,11808,11816,11825,11837,11861,11902,11923,11927,11932,11938,11943,11946,11952,11959,11964,11970,12014,12037,12067,12082,12106,12135,12162,12186,12224,12250,12271,12297,12314,12349,12369,12412,12471,12496,12530,12554,12558,12629,12659,12790,12821,12851,12855,12881,12894,12908,12932,12988,13007,13077,13083,13103,13108,13112,13130,13140,13158,13163,13175,13220,13223,13244,13253,13284,13372,13390,13410,13428,13451,13480,13492,13529,13555,13559,13603,13608,13628,13632,13678,13682,13724,13788,13831,13835,13858,13867,13888,13892,13911,13915,13937,13969,13977,13998,14011,14063,14070,14095,14117,14121,14141,14149,14164,14235,14244,14256,14279,14293,14311,14321,14338,14354,14366,14378,14386,14395,14404,14445,14464,14480,14496,14512,14539,14547,14566,14577,14595,14606,14623,14636,14661,14668,14682,14692,14711,14722,14738,14744,14751,14757,14772,14782,14806,14815,14826,14831,14839,14864,14876,14926,14933,14947,14963,14988,15006,15017,15022,15053,15092,15119,15130,15146,15157,15188,15202,15226,15232,15247,15270,15281,15293,15302,15316,15324,15340,15350,15356,15378,15389,15395,15408,15417,15435,15448,15453,15466,15483,15498,15543,15673,15687,15690,15700,15711,15726,15742,15753,15765,15774,15793,15814,15835,15855,15873,15875,15882,15884,15896,15909,15918,15928,15949,15953,15957,16000,16031"
11887,8506,260,"3,11,14,17,23,27,43,79,108,183,222,349,364,377,382,407,412,434,439,451,454,461,469,476,479,561,571,599,654,658,661,686,716,734,754,758,811,820,842,849,866,886,895,909,922,953,961,968,983,1033,1041,1054,1064,1077,1083,1089,1095,1100,1125,1132,1136,1191,1197,1247,1304,1309,1316,1345,1400,1419,1421,1536,1601,1605,1628,1660,1663,1690,1704,1754,1759,1774,1814,1838,1849,1863,1872,1875,1896,1905,2000,2063,2081,2090,2138,2154,2163,2166,2186,2214,2226,2246,2277,2280,2310,2323,2343,2367,2372,2390,2399,2405,2427,2434,2438,2459,2472,2482,2512,2539,2551,2555,2603,2611,2618,2631,2636,2659,2677,2721,2730,2736,2752,2786,2829,2871,2897,2924,2926,2939,2946,3021,3029,3047,3054,3070,3074,3112,3144,3199,3205,3244,3283,3293,3307,3327,3332,3343,3362,3381,3389,3418,3455,3460,3499,3528,3531,3592,3599,3610,3619,3624,3630,3632,3646,3664,3667,3673,3872,3954,3965,3972,3975,4008,4013,4031,4036,4045,4055,4069,4104,4112,4142,4144,4163,4187,4201,4234,4243,4257,4272,4287,4300,4319,4332,4348,4364,4378,4398,4421,4440,4449,4469,4496,4501,4548,4568,4574,4589,4623,4638,4650,4667,4675,4694,4707,4742,4755,4816,4900,5057,5074,5097,5110,5142,5148,5151,5155,5161,5202,5212,5217,5224,5253,5255,5260,5263,5270,5275,5279,5284,5295,5321,5327,5335,5355,5387,5391,5403,5407"
11887,10730,228,"13,55,108,144,156,174,185,206,212,255,256,274,277,280,300,402,408,417,420,423,451,523,552,577,581,603,609,625,632,634,648,661,673,681,687,698,715,733,754,812,836,890,954,982,1007,1010,1036,1062,1119,1126,1139,1232,1243,1311,1339,1342,1411,1433,1438,1457,1494,1522,1703,1730,1737,1761,1904,1924,1994,2007,2055,2100,2138,2179,2199,2295,2300,2307,2336,2352,2370,2377,2415,2423,2441,2454,2476,2489,2500,2505,2516,2606,2613,2617,2701,2716,2863,2870,2890,2895,2991,3058,3065,3070,3077,3096,3118,3129,3154,3160,3172,3215,3250,3268,3278,3289,3307,3315,3338,3346,3379,3420,3471,3477,3577,3608,3693,3773,3806,3818,3831,3845,3970,4053,4061,4076,4081,4135,4150,4180,4207,4218,4290,4296,4302,4306,4330,4363,4371,4442,4458,4474,4512,4524,4536,4541,4549,4621,4643,4658,4675,4701,4712,4755,4774,4917,4926,4932,4957,4964,5079,5119,5127,5138,5153,5203,5258,5269,5295,5366,5449,5484,5494,5504,5508,5511,5680,5709,5716,5728,5735,5738,5748,5767,5770,5786,5796,5809,5812,5825,5829,5841,5848,5916,5927,5940,6007,6018,6037,6058,6114,6138,6156,6170,6224,6280,6311,6323,6380,6384,6403,6408,6412,6416,6420,6425,6430,6594"
11887,8503,211,"4,9,14,17,26,32,37,43,70,81,89,92,99,103,132,156,160,171,181,204,209,212,218,233,245,257,277,282,287,300,318,337,359,365,372,385,393,426,440,445,462,470,493,504,509,522,545,566,591,595,600,612,646,732,745,756,780,785,801,845,852,872,888,904,1015,1028,1055,1155,1181,1184,1195,1362,1422,1469,1505,1621,1633,1664,1874,1891,2041,2228,2277,2283,2379,2388,2405,2425,2488,2502,2507,2527,2533,2546,2555,2561,2588,2681,2701,2710,2756,2800,2813,2858,2908,2933,2937,2958,2964,2999,3002,3006,3009,3034,3062,3072,3085,3088,3134,3155,3167,3172,3182,3193,3206,3227,3277,3284,3294,3359,3361,3365,3375,3379,3401,3411,3430,3436,3458,3481,3546,3561,3587,3591,3595,3604,3627,3630,3640,3667,3669,3673,3702,3720,3736,3758,3761,3764,3823,3829,3842,3855,3864,3878,3900,3916,3928,3951,3976,3978,4019,4022,4041,4050,4056,4061,4067,4072,4078,4084,4108,4116,4126,4131,4142,4146,4150,4152,4155,4160,4164,4167,4170,4184,4187,4198,4221,4246,4263,4275,4294,4336,4366,4374,4392,4403,4406,4421,4428,4432,4438"
11887,7542,171,"9,15,19,147,175,178,185,214,227,239,242,247,280,295,433,437,451,460,468,477,484,495,502,530,538,555,563,569,583,593,599,607,614,635,735,783,793,812,946,952,960,967,977,984,990,1019,1026,1081,1112,1123,1148,1181,1244,1255,1284,1288,1437,1485,1501,1512,1514,1537,1585,1623,1680,1739,1763,1924,1958,1969,2017,2041,2052,2082,2118,2128,2249,2270,2280,2316,2338,2344,2465,2501,2581,2617,2671,2691,2721,2806,2808,2902,2922,2939,2958,2961,2967,2970,2980,2995,3023,3152,3160,3204,3215,3220,3223,3232,3235,3479,3499,3506,3523,3695,3893,3912,3918,3948,3956,3989,4001,4011,4020,4029,4039,4099,4105,4123,4128,4255,4263,4268,4284,4317,4338,4343,4371,4393,4399,4406,4464,4487,4577,4605,4706,4708,4722,4729,4756,4789,4793,4799,4839,4894,4906,4939,4958,4974,4987,5012,5033,5047,5078,5188,5216,5410,5418,5443,5453,5487,5608"
11887,8504,131,"5,14,17,71,74,445,476,482,501,659,831,904,974,1107,1152,1163,1185,1192,1219,1244,1275,1415,1474,1491,1524,1577,1594,1617,1660,1694,1715,1727,1816,1838,1842,2023,2085,2096,2109,2138,2149,2176,2203,2211,2232,2236,2264,2286,2303,2311,2328,2337,2377,2411,2475,2519,2547,2550,2597,2693,2705,2720,2727,2749,2777,2789,2858,2877,2902,2914,2919,2931,2945,2952,3381,3392,3566,3569,3576,3582,3597,3623,3628,3659,3679,3682,3687,3805,3837,3845,3852,3871,3879,3887,3907,3972,3998,4046,4069,4074,4096,4147,4168,4182,4187,4211,4248,4280,4332,4336,4355,4366,4390,4413,4451,4457,4486,4515,4521,4534,4553,4572,4589,4603,4621,4625,4650,4654,4665,4669,4676"
11887,8502,128,"5,15,24,29,32,39,53,82,102,116,140,167,229,244,253,268,291,334,406,414,420,423,431,457,480,484,491,529,535,571,580,610,686,730,738,745,757,839,860,896,908,934,959,1016,1026,1076,1085,1089,1114,1222,1476,1480,1513,1523,1530,1539,1565,1590,1595,1615,1633,1639,1646,1650,1655,1660,1664,1670,1674,1679,1684,1689,1693,1697,1703,1707,1715,1720,1740,1942,1946,2018,2022,2043,2073,2106,2125,2168,2209,2462,2551,2606,2618,2670,2685,2715,2904,2923,2990,3012,3020,3026,3038,3102,3186,3208,3279,3295,3297,3321,3381,3383,3386,3390,3395,3403,3406,3411,3429,3452,3476,3498,3506,3535,3540,3554,3558,3563"
11887,8501,108,"3,9,17,32,103,108,116,130,134,157,168,176,185,207,224,229,236,258,260,273,293,298,315,320,336,340,356,365,368,387,408,416,427,440,444,454,456,485,494,501,506,582,599,608,614,628,637,652,667,682,685,717,804,808,841,957,1000,1110,1112,1115,1126,1162,1179,1188,1192,1195,1202,1209,1242,1249,1256,1276,1336,1371,1395,1402,1408,1430,1505,1510,1536,1546,1564,1580,1585,1619,1633,1647,1650,1654,1657,1662,1666,1670,1673,1676,1681,1692,1713,1724,1735,1751,1753,1761,1777,1783,1788,1794"
11887,24528,104,"72,74,97,106,251,394,396,422,451,453,708,782,797,805,820,824,1440,1534,1555,1727,3441,3767,3787,3805,3816,4104,4361,5156,5222,5299,5311,5315,5330,5337,5355,5363,5369,5396,6810,6814,6835,6840,6849,6863,6874,6909,7014,7044,7340,7349,7469,7513,7542,8636,8645,8672,8747,8761,8789,9271,9281,9587,9611,9629,9733,10713,11346,11535,11544,11554,11592,11737,11742,11830,11842,11850,11871,11879,11911,11921,11927,11950,11956,12854,12893,12900,12909,12925,12997,13003,13022,13027,13032,13038,13044,13050,13056,13061,13067,13073,13077,13081,13086,13115"
11887,8508,98,"1,10,12,18,47,54,74,78,82,98,125,129,156,161,167,175,187,191,201,210,223,231,244,247,251,266,269,277,288,291,305,308,324,329,334,338,347,372,395,401,405,415,425,445,471,521,526,532,541,614,617,659,685,691,703,774,791,838,850,880,927,933,946,951,975,992,1005,1014,1020,1032,1043,1047,1085,1096,1100,1113,1123,1125,1128,1139,1149,1161,1186,1192,1204,1245,1325,1332,1334,1339,1345,1375,1388,1409,1411,1421,1426,1429"
