wordId, fileId, frequency, positions
56509,21167,16,"3032,3184,3417,3461,3471,3537,3543,3947,4227,4281,7800,7805,7855,7879,7919,7926"
56509,248,10,"3129,5418,5434,5472,5505,5705,5741,5768,5918,5990"
56509,26291,6,"3560,6291,7268,7520,7554,7557"
56509,14468,5,"3104,4939,6361,6395,6453"
56509,8716,5,"2349,2356,2744,6452,8561"
56509,15632,5,"55,57,910,1105,5695"
56509,8650,4,"3193,3630,4220,4755"
56509,11803,4,"4507,4775,4779,7235"
56509,11816,3,"1320,1351,1836"
56509,17619,3,"1447,1557,2742"
56509,7628,3,"12028,12036,12062"
56509,22338,2,"2367,2710"
56509,22256,2,"4986,5021"
56509,13495,2,"2540,2741"
56509,2165,2,"2412,2810"
56509,21164,1,156
56509,13763,1,4061
56509,9284,1,3113
56509,4205,1,7526
56509,12172,1,394
56509,3265,1,1579
56509,6206,1,1375
56509,4968,1,2416
56509,17692,1,8456
56509,22352,1,482
