wordId, fileId, frequency, positions
322745,15511,6,"1219,1406,1426,1431,1531,2598"
322745,14159,4,"5206,5239,5240,11113"
322745,23205,4,"198,232,334,336"
322745,7301,3,"250,1397,1435"
322745,15105,3,"1841,1842,4445"
322745,23315,2,"210,212"
322745,12544,2,"3133,3537"
322745,22539,2,"24,26"
322745,3481,2,"6163,6529"
322745,23091,2,"263,265"
322745,4024,2,"8629,10483"
322745,16518,2,"2093,2223"
322745,16601,2,"5341,6601"
322745,19607,1,4744
322745,24001,1,178
322745,22342,1,1261
322745,24546,1,544
322745,17533,1,1651
322745,23095,1,216
322745,25069,1,4040
322745,11694,1,2313
322745,18277,1,2971
322745,22658,1,708
322745,26863,1,92
322745,10200,1,9
322745,15101,1,2035
322745,17644,1,2188
322745,22294,1,5724
322745,13399,1,5058
322745,23087,1,465
322745,18101,1,622
322745,26410,1,603
322745,20089,1,1401
322745,22666,1,566
