wordId, fileId, frequency, positions
31367,16101,6,"418,494,500,512,573,655"
31367,20883,4,"5861,7378,7481,7486"
31367,17940,4,"5171,5179,5202,5209"
31367,5475,4,"10112,10122,10137,10142"
31367,22069,2,"384,461"
31367,21725,2,"2944,5185"
31367,20683,2,"8786,9581"
31367,9794,2,"222,259"
31367,19133,2,"10367,10375"
31367,9075,2,"217,801"
31367,18958,2,"2464,2527"
31367,16642,2,"4307,8945"
31367,14973,2,"596,2592"
31367,20318,2,"79,1497"
31367,24449,2,"555,569"
31367,11133,2,"1474,5039"
31367,5343,2,"1301,1328"
31367,11825,2,"1801,1846"
31367,1615,2,"13633,13659"
31367,10165,2,"3010,3016"
31367,8146,2,"4357,4583"
31367,8879,2,"7054,7491"
31367,2416,2,"969,3909"
31367,3787,2,"4851,4936"
31367,11424,2,"2043,2100"
31367,4992,2,"2520,4578"
31367,4766,2,"1377,2181"
31367,3079,2,"2907,2910"
31367,1015,2,"4318,4321"
31367,8518,2,"7653,7658"
31367,6205,2,"1072,1432"
31367,3202,2,"2365,2583"
31367,22343,2,"3704,3718"
31367,26417,1,268
31367,25799,1,2759
31367,1963,1,1871
31367,25070,1,654
31367,24706,1,961
31367,24380,1,3392
31367,23422,1,107
31367,22836,1,1487
31367,14361,1,4869
31367,21302,1,554
31367,21143,1,4677
31367,16873,1,10474
31367,19798,1,975
31367,9402,1,3348
31367,22482,1,302
31367,25696,1,2070
31367,18531,1,409
31367,18317,1,6756
31367,26413,1,1148
31367,17272,1,1330
31367,16965,1,4822
31367,16950,1,7223
31367,16938,1,3176
31367,16933,1,5292
31367,16771,1,1054
31367,16724,1,4619
31367,16715,1,3927
31367,16425,1,644
31367,8432,1,1211
31367,16169,1,3905
31367,16089,1,590
31367,22483,1,3861
31367,15673,1,3765
31367,19704,1,2449
31367,16629,1,928
31367,15240,1,9180
31367,18153,1,5443
31367,15154,1,2296
31367,13051,1,1606
31367,26497,1,768
31367,24848,1,12039
31367,13506,1,4021
31367,14659,1,10045
31367,16732,1,3391
31367,166,1,5353
31367,14337,1,5555
31367,14049,1,3722
31367,21241,1,726
31367,13959,1,304
31367,13941,1,5147
31367,17373,1,799
31367,13629,1,7768
31367,21260,1,1966
31367,7690,1,959
31367,16897,1,458
31367,20387,1,500
31367,19814,1,1717
31367,13200,1,3846
31367,19779,1,3307
31367,21373,1,2182
31367,819,1,1664
31367,5403,1,1083
31367,19465,1,2451
31367,2511,1,434
31367,21298,1,2434
31367,8313,1,14674
31367,25213,1,229
31367,2619,1,358
31367,3520,1,4294
31367,2713,1,1219
31367,14518,1,1468
31367,9822,1,9123
31367,18681,1,273
31367,7095,1,940
31367,27194,1,800
31367,17743,1,2850
31367,24719,1,1223
31367,8280,1,1997
31367,13279,1,3410
31367,142,1,1220
31367,25574,1,6274
31367,3587,1,1874
31367,4611,1,488
31367,190,1,7092
31367,13044,1,180
31367,16206,1,8503
31367,15788,1,7232
31367,11011,1,7945
31367,4955,1,3981
31367,7445,1,2105
31367,25877,1,2653
31367,13850,1,1052
31367,3338,1,1027
31367,14709,1,8261
31367,12881,1,5323
31367,9498,1,15609
31367,17860,1,2759
31367,8388,1,21871
31367,10718,1,577
31367,9974,1,2123
31367,17787,1,1427
31367,17897,1,7894
31367,15910,1,967
31367,756,1,8710
31367,25045,1,1131
31367,13240,1,790
31367,8528,1,1362
31367,12904,1,666
31367,24673,1,856
31367,7411,1,2317
31367,12381,1,14279
31367,17470,1,10805
31367,9760,1,1463
31367,3734,1,2890
31367,26111,1,262
31367,15746,1,1452
31367,21491,1,11558
31367,14490,1,848
31367,24107,1,1458
31367,11294,1,930
31367,932,1,136
31367,26282,1,1829
31367,4459,1,4517
31367,10754,1,1652
31367,20100,1,155
31367,19624,1,7933
31367,20422,1,4117
31367,15259,1,13743
31367,10196,1,8974
31367,17528,1,7628
31367,2572,1,5537
31367,6634,1,10553
31367,13102,1,1947
31367,3151,1,812
31367,265,1,1406
31367,11550,1,3083
31367,9102,1,1043
31367,10388,1,9322
31367,8405,1,1415
31367,9284,1,3619
31367,2824,1,914
31367,12321,1,637
31367,6835,1,4256
31367,12754,1,3139
31367,9464,1,11127
31367,20739,1,11313
31367,9410,1,3030
31367,1666,1,13697
31367,19835,1,4430
31367,20887,1,1423
31367,7427,1,35
31367,14440,1,1294
31367,815,1,564
31367,18762,1,1181
31367,8302,1,1320
31367,5208,1,752
31367,4583,1,1962
31367,8159,1,4941
31367,6403,1,3111
31367,1016,1,6678
31367,21345,1,5535
31367,14692,1,7205
31367,17511,1,9109
31367,26934,1,675
31367,8648,1,5012
31367,4295,1,19070
31367,5890,1,2333
31367,20719,1,10459
31367,4028,1,708
31367,19026,1,2231
31367,1919,1,6148
31367,2591,1,1380
31367,16787,1,4414
31367,5977,1,6187
31367,13230,1,1687
31367,6992,1,763
31367,4415,1,5635
31367,2314,1,3481
31367,24965,1,1110
31367,16703,1,4841
31367,25571,1,3319
31367,13190,1,3779
31367,25507,1,757
31367,1330,1,412
31367,19126,1,1237
31367,25255,1,4315
31367,20509,1,15213
31367,13777,1,9456
31367,12954,1,286
31367,6193,1,1482
31367,9570,1,701
31367,4407,1,2540
31367,21721,1,464
31367,3134,1,1037
31367,4038,1,814
31367,13490,1,3023
31367,17653,1,4061
31367,24341,1,2565
31367,143,1,13157
31367,4514,1,3835
31367,8947,1,254
31367,3560,1,1908
31367,3399,1,5961
31367,7733,1,3178
31367,6949,1,2186
31367,25972,1,2809
31367,12139,1,3345
31367,8171,1,530
31367,5116,1,2218
31367,5707,1,12855
31367,6083,1,1768
31367,12254,1,1797
31367,25022,1,9202
31367,14697,1,77
31367,5794,1,1598
31367,13565,1,2933
31367,21637,1,304
31367,3335,1,8491
