wordId, fileId, frequency, positions
110477,25357,1,128
110477,25230,1,43
110477,24628,1,279
110477,1369,1,161
110477,674,1,172
110477,20524,1,162
110477,21276,1,112
110477,19893,1,111
110477,8213,1,97
110477,1637,1,109
110477,14279,1,107
110477,2414,1,120
110477,16577,1,110
110477,4248,1,37
110477,24225,1,95
110477,9181,1,56
110477,5399,1,35
110477,10845,1,330
110477,6249,1,324
110477,972,1,168
110477,11266,1,78
110477,6293,1,54
110477,4130,1,138
110477,4563,1,98
110477,26823,1,84
110477,25033,1,329
110477,16190,1,43
110477,20171,1,53
110477,13362,1,101
110477,18938,1,73
110477,7381,1,57
110477,8932,1,87
110477,9180,1,56
110477,14824,1,186
110477,4719,1,262
110477,13583,1,137
110477,26528,1,54
110477,13412,1,48
110477,21240,1,148
110477,3857,1,105
110477,14764,1,147
110477,10864,1,101
110477,17140,1,117
