wordId, fileId, frequency, positions
59273,2514,10,"2319,2420,4562,4654,4731,5176,5190,5203,5324,11036"
59273,7624,10,"2696,2716,2725,2769,2794,2803,2844,2861,2870,2885"
59273,11315,9,"7226,7229,7231,7241,7247,7710,7718,8238,8240"
59273,3326,8,"786,833,860,951,1549,1562,1579,1622"
59273,15184,5,"6324,6335,6357,7352,7362"
59273,11361,5,"250,257,304,1509,2698"
59273,21014,5,"4666,4894,5957,6232,7048"
59273,12739,4,"4274,4287,5011,5859"
59273,22321,3,"522,821,827"
59273,4488,3,"2962,2986,3078"
59273,11538,3,"1849,7029,9761"
59273,5920,3,"15388,15398,15926"
59273,24878,3,"3,627,762"
59273,10373,3,"2661,2728,3667"
59273,4642,3,"32,225,1082"
59273,17958,3,"455,458,1306"
59273,1159,2,"4761,6716"
59273,24882,2,"9414,9426"
59273,831,2,"5913,5941"
59273,1919,2,"2038,5754"
59273,19028,2,"483,565"
59273,6834,2,"1127,1278"
59273,10176,2,"523,1715"
59273,17218,2,"2326,2508"
59273,4789,2,"626,4945"
59273,24696,2,"2955,18342"
59273,9081,2,"4174,4219"
59273,14800,2,"1645,1671"
59273,16900,2,"218,550"
59273,19027,2,"1134,1328"
59273,21895,2,"1252,1263"
59273,15894,2,"1062,1071"
59273,17789,2,"413,421"
59273,11793,2,"12310,12316"
59273,24603,1,2778
59273,23435,1,88
59273,13968,1,6025
59273,22159,1,6041
59273,21751,1,5697
59273,259,1,6550
59273,7993,1,7400
59273,7009,1,500
59273,631,1,5004
59273,10723,1,4339
59273,17034,1,5404
59273,10806,1,1268
59273,7319,1,7043
59273,4315,1,1762
59273,1537,1,300
59273,2658,1,4265
59273,17023,1,11884
59273,24009,1,19570
59273,25472,1,611
59273,2661,1,1341
59273,13925,1,1275
59273,2671,1,801
59273,4329,1,3286
59273,6263,1,1679
59273,6420,1,1939
59273,10640,1,2424
59273,18564,1,2176
59273,11176,1,2447
59273,11588,1,1790
59273,2853,1,1590
59273,2325,1,6470
59273,14997,1,731
59273,11980,1,557
59273,17897,1,881
59273,21725,1,6711
59273,11542,1,3060
59273,16957,1,1966
59273,9364,1,11328
59273,26701,1,547
59273,17652,1,3030
59273,8775,1,4968
59273,18466,1,3359
59273,11988,1,7954
59273,19161,1,1903
59273,22104,1,8077
59273,10481,1,2204
59273,8479,1,4273
59273,8966,1,1541
59273,7183,1,807
59273,17698,1,9739
59273,9316,1,871
59273,679,1,4373
59273,18737,1,671
59273,4882,1,4049
59273,14403,1,139
59273,21721,1,657
59273,14902,1,14750
59273,12430,1,2811
59273,1443,1,416
59273,6725,1,348
59273,19983,1,1973
59273,22330,1,1285
59273,20837,1,648
59273,13435,1,426
59273,24336,1,39
59273,18836,1,10049
59273,4173,1,1749
59273,2327,1,4930
59273,3216,1,4458
59273,2490,1,2001
59273,3595,1,1958
59273,6187,1,2732
59273,3612,1,1265
59273,19208,1,2462
59273,20809,1,2848
59273,1189,1,10103
59273,4541,1,3898
59273,16476,1,707
59273,5629,1,1749
59273,1921,1,5876
59273,24772,1,1453
59273,1952,1,3426
59273,25105,1,1590
59273,7596,1,2203
59273,4295,1,9593
59273,17917,1,2169
59273,15725,1,20714
59273,11394,1,4389
59273,24868,1,3086
59273,21389,1,4313
59273,14785,1,1430
59273,1771,1,7744
59273,15101,1,498
59273,25104,1,541
59273,3307,1,2286
59273,15207,1,4688
59273,5520,1,1840
59273,21076,1,895
59273,4668,1,793
59273,16930,1,4248
59273,12288,1,2377
59273,3461,1,444
59273,19686,1,428
59273,15258,1,1978
59273,21304,1,9674
59273,21380,1,287
59273,8942,1,7314
