wordId, fileId, frequency, positions
271798,21011,11,"2880,2881,3289,3322,3355,3878,3904,6337,6338,12111,12112"
271798,15879,6,"47,435,443,456,708,710"
271798,20644,5,"1463,1640,1718,1740,1751"
271798,7091,5,"498,499,744,869,872"
271798,8944,4,"955,967,973,980"
271798,24276,4,"271,357,393,424"
271798,26150,3,"4505,4528,4730"
271798,17128,3,"1870,3323,3324"
271798,20119,3,"1794,1806,2275"
271798,20633,2,"2167,2555"
271798,20629,2,"3818,3832"
271798,17577,2,"14613,14654"
271798,3535,2,"300,5131"
271798,12568,2,"263,4447"
271798,25650,2,"1147,1279"
271798,5529,2,"9873,9876"
271798,26300,2,"2416,2418"
271798,19779,2,"366,367"
271798,21937,1,10434
271798,20397,1,4193
271798,9016,1,6644
271798,17123,1,2674
271798,15830,1,2589
271798,15445,1,2508
271798,8832,1,482
271798,16818,1,3801
271798,25590,1,1157
271798,24827,1,794
271798,10927,1,3149
271798,10728,1,2938
271798,14335,1,444
271798,8872,1,2283
271798,10760,1,8964
271798,25471,1,558
271798,6626,1,6688
271798,14126,1,144
271798,15835,1,454
271798,2713,1,555
271798,5477,1,290
271798,8538,1,7923
271798,3118,1,6211
271798,10159,1,4889
271798,15858,1,1592
271798,18405,1,580
271798,10662,1,11591
271798,4032,1,2532
271798,13864,1,4012
271798,13512,1,7559
271798,13739,1,3538
271798,22629,1,210
