wordId, fileId, frequency, positions
183975,21210,14,"520,528,540,552,562,570,605,626,635,656,693,705,717,728"
183975,3361,8,"309,321,323,342,349,357,362,393"
183975,8131,3,"7203,7250,7256"
183975,4166,3,"10139,10163,10211"
183975,3294,3,"75,79,82"
183975,15221,2,"47,250"
183975,2572,2,"11394,11405"
183975,5800,2,"245,252"
183975,8716,2,"8963,8975"
183975,12239,1,14518
183975,6179,1,1541
183975,15281,1,1494
183975,1539,1,11842
183975,2490,1,6331
183975,3454,1,11758
183975,6734,1,1197
183975,17955,1,850
183975,15220,1,1670
