wordId, fileId, frequency, positions
121719,3602,12,"493,1882,1946,2084,2153,4561,4776,4944,4975,4981,5225,5339"
121719,23987,2,"773,775"
121719,22386,2,"8695,8808"
121719,22401,2,"1667,1772"
121719,18045,2,"170,626"
121719,787,2,"444,773"
121719,6284,2,"2996,2999"
121719,3442,2,"3001,3005"
121719,2223,2,"2786,2804"
121719,12429,2,"640,644"
121719,19710,2,"1688,1692"
121719,14014,2,"2671,2674"
121719,2226,2,"1201,1393"
121719,12981,1,3817
121719,25225,1,8450
121719,22836,1,1396
121719,22350,1,2173
121719,25454,1,621
121719,10081,1,1471
121719,20112,1,893
121719,18222,1,1850
121719,22280,1,6577
121719,14511,1,3223
121719,9259,1,6073
121719,2263,1,6893
121719,7372,1,437
121719,5295,1,12085
121719,26464,1,519
121719,10228,1,2092
121719,10337,1,1131
121719,10086,1,2497
121719,24420,1,1755
121719,10238,1,2401
121719,3359,1,13734
121719,2225,1,1716
121719,18798,1,5791
121719,12705,1,2374
121719,3454,1,5882
121719,17422,1,20927
121719,12020,1,67
121719,19074,1,1350
121719,3335,1,2710
121719,15175,1,2749
