wordId, fileId, frequency, positions
187238,21973,20,"175,804,1485,1508,1645,1757,2096,2288,2323,2357,2382,2441,2913,3002,3061,3944,3969,4037,4234,4282"
187238,3199,16,"2393,2767,2996,3017,3788,4066,5522,5774,5801,5857,6121,6153,6209,6644,6706,7136"
187238,2717,11,"2168,2195,4324,4909,4966,5213,5420,6798,6834,7522,7706"
187238,16588,11,"2385,2897,2904,2929,2936,2967,2974,3004,3011,3077,3086"
187238,13955,9,"600,2800,4092,4223,4523,4861,8437,8992,9255"
187238,20599,9,"1410,1926,1989,2154,2782,2919,3568,4873,4966"
187238,7191,8,"114,1658,4107,4131,4155,4303,4314,4725"
187238,4499,8,"921,1889,2326,3742,5430,5761,5876,5966"
187238,7568,8,"8577,8689,8855,9053,9072,9916,11517,13777"
187238,24936,8,"137,1425,1449,1608,1794,2655,2835,3375"
187238,25833,7,"73,410,464,514,590,710,787"
187238,18498,7,"6712,7354,7375,7613,7948,8020,8416"
187238,21824,6,"233,913,1090,2582,2606,2844"
187238,20401,6,"791,811,1835,1977,1999,2030"
187238,3198,5,"260,1873,1931,2237,4349"
187238,2363,5,"850,4515,9807,9881,11684"
187238,13553,5,"573,623,957,1408,2380"
187238,24445,4,"184,587,1329,1342"
187238,10254,4,"3562,3585,3792,3813"
187238,14252,4,"249,697,766,1004"
187238,14274,4,"2104,2115,2127,2263"
187238,25832,3,"2514,2609,2712"
187238,5341,3,"6704,7506,8879"
187238,4619,3,"618,3836,3858"
187238,16489,3,"1946,2160,5417"
187238,24559,2,"2941,2950"
187238,7971,2,"349,2395"
187238,5889,2,"4450,4490"
187238,9084,2,"619,1893"
187238,14212,2,"698,728"
187238,15760,2,"553,1711"
187238,20754,2,"10193,10254"
187238,5351,2,"1942,2088"
187238,3548,2,"3053,3076"
187238,5286,2,"1648,1658"
187238,3621,2,"911,916"
187238,18130,2,"2062,11359"
187238,6299,2,"1250,1977"
187238,25348,1,3074
187238,18793,1,12830
187238,20804,1,7536
187238,9439,1,4979
187238,7626,1,1312
187238,18386,1,9086
187238,25553,1,821
187238,1580,1,4610
187238,13219,1,3644
187238,4476,1,813
187238,25399,1,650
187238,2718,1,1541
187238,16550,1,2532
187238,3418,1,1171
187238,20806,1,763
187238,17613,1,4770
187238,13786,1,2487
187238,25172,1,4517
187238,7260,1,134
187238,5389,1,435
187238,7080,1,1196
187238,15324,1,7901
187238,21770,1,2639
187238,14621,1,3513
187238,16713,1,4653
187238,7949,1,621
187238,18307,1,2973
187238,14987,1,10977
187238,17470,1,6259
187238,15160,1,3701
187238,18607,1,3641
187238,4153,1,3156
