wordId, fileId, frequency, positions
138953,9383,6,"1066,5867,5917,10019,12104,12203"
138953,24519,6,"4815,5169,5174,5194,5253,5303"
138953,12035,4,"510,584,817,838"
138953,25871,3,"4104,4327,4340"
138953,7404,3,"581,589,1103"
138953,8296,3,"2846,2849,2867"
138953,7079,3,"2692,2694,2752"
138953,14162,3,"2775,2799,2850"
138953,25277,2,"280,3375"
138953,16402,2,"2830,2880"
138953,24631,2,"5161,5241"
138953,5539,2,"3918,3920"
138953,13364,2,"373,3463"
138953,19493,1,5136
138953,18369,1,659
138953,25751,1,515
138953,10709,1,2091
138953,994,1,1020
138953,14099,1,1175
