wordId, fileId, frequency, positions
9005,9469,17,"142,2994,3308,3401,6858,11066,13676,13760,13891,13915,14825,15866,16177,16479,16601,20140,22549"
9005,10721,8,"162,173,3509,11524,11551,11563,11719,21236"
9005,3050,8,"1353,1358,1643,4060,5308,5310,5314,8535"
9005,2470,7,"230,1239,1393,1437,3233,4095,4129"
9005,2829,5,"305,322,325,3917,4257"
9005,22065,5,"485,489,3653,3660,3662"
9005,22294,4,"776,1061,2066,2095"
9005,10569,4,"431,1430,5479,7722"
9005,16827,4,"6510,6820,6833,6835"
9005,7183,4,"404,2341,2886,5091"
9005,21608,4,"2371,2409,3014,9012"
9005,13589,3,"8945,9193,10112"
9005,21609,3,"2319,2836,3096"
9005,21491,3,"6093,8573,9936"
9005,9795,3,"1348,1459,1662"
9005,8018,3,"1483,6565,6746"
9005,11403,3,"10751,10763,10780"
9005,11803,3,"1925,1933,1959"
9005,5816,3,"2065,2123,2133"
9005,18923,3,"5301,5317,5640"
9005,20710,2,"4292,4300"
9005,18637,2,"467,476"
9005,5792,2,"1286,1294"
9005,5325,2,"448,455"
9005,15964,2,"1723,6477"
9005,7413,2,"57,4524"
9005,26788,2,"5889,10186"
9005,22181,2,"880,1930"
9005,20068,2,"119,143"
9005,22026,2,"2109,2296"
9005,24287,2,"8534,8547"
9005,8381,2,"8028,12875"
9005,17814,2,"312,375"
9005,21310,2,"10166,26591"
9005,13773,2,"72,2154"
9005,14704,2,"7331,8274"
9005,203,2,"7316,8197"
9005,20324,2,"445,1387"
9005,14465,2,"4224,4817"
9005,8871,2,"3719,3724"
9005,2405,2,"296,1109"
9005,19278,2,"2039,2632"
9005,1317,2,"2025,5416"
9005,19961,2,"1002,1016"
9005,21636,2,"9470,9544"
9005,8801,2,"16922,16965"
9005,2719,2,"5071,6292"
9005,20111,2,"48,1520"
9005,16880,2,"1851,4525"
9005,4537,2,"3345,5077"
9005,22488,2,"2287,2347"
9005,26616,1,3159
9005,1392,1,6026
9005,8379,1,1239
9005,25312,1,933
9005,677,1,272
9005,20927,1,1405
9005,23438,1,138
9005,23458,1,68
9005,23367,1,224
9005,3217,1,15507
9005,13019,1,548
9005,22379,1,176
9005,22141,1,266
9005,22489,1,1132
9005,20704,1,3735
9005,20683,1,7481
9005,20629,1,1587
9005,20461,1,497
9005,12336,1,1911
9005,22276,1,389
9005,19656,1,4107
9005,19526,1,2645
9005,19003,1,1068
9005,18761,1,2695
9005,21712,1,488
9005,19713,1,16175
9005,18510,1,693
9005,20763,1,4267
9005,17788,1,2471
9005,17662,1,1218
9005,17661,1,6189
9005,17629,1,4586
9005,17482,1,4207
9005,21986,1,12429
9005,7993,1,5841
9005,15880,1,1426
9005,15844,1,6731
9005,22483,1,1080
9005,9970,1,2681
9005,889,1,93
9005,4725,1,5994
9005,15610,1,1476
9005,4170,1,7214
9005,22177,1,1361
9005,16277,1,1157
9005,22028,1,1371
9005,22303,1,29
9005,16503,1,6770
9005,370,1,459
9005,4934,1,2980
9005,16819,1,6283
9005,4122,1,6572
9005,21014,1,350
9005,25792,1,2224
9005,9760,1,1656
9005,11140,1,4107
9005,11952,1,5800
9005,1615,1,10761
9005,11404,1,5995
9005,2591,1,588
9005,265,1,2138
9005,70,1,7193
9005,17638,1,1794
9005,3565,1,4057
9005,2489,1,3336
9005,4162,1,7224
9005,8388,1,16737
9005,26406,1,328
9005,4012,1,1974
9005,8538,1,9315
9005,7609,1,2399
9005,12581,1,4086
9005,7519,1,7005
9005,17939,1,2127
9005,21887,1,2200
9005,7789,1,3548
9005,10728,1,7521
9005,20116,1,3282
9005,11762,1,1394
9005,11934,1,10858
9005,2765,1,4865
9005,16495,1,6994
9005,17469,1,4491
9005,19283,1,5530
9005,24272,1,5962
9005,2832,1,5289
9005,1140,1,1635
9005,8436,1,7316
9005,7428,1,1069
9005,7038,1,1372
9005,13211,1,4707
9005,22106,1,1646
9005,16822,1,4249
9005,16804,1,9551
9005,20459,1,349
9005,21919,1,6884
9005,15745,1,2395
9005,12016,1,893
9005,20814,1,1448
9005,1924,1,8224
9005,12049,1,845
9005,1141,1,756
9005,7222,1,2219
9005,11602,1,3094
9005,20919,1,3678
9005,17142,1,5850
9005,13834,1,1561
9005,13199,1,1838
9005,12423,1,3696
9005,8468,1,2581
9005,8778,1,1297
9005,17674,1,4469
9005,9322,1,1435
9005,9929,1,8781
9005,10707,1,862
9005,8967,1,18619
9005,10771,1,6763
9005,24491,1,9191
9005,6950,1,1702
9005,8618,1,1552
9005,26310,1,5849
9005,22530,1,117
9005,17289,1,899
9005,13580,1,1734
9005,5813,1,5384
9005,2514,1,10878
9005,2822,1,1666
9005,24231,1,1240
9005,9969,1,2538
9005,8475,1,1346
9005,5034,1,8982
9005,13791,1,2346
9005,15145,1,3369
9005,1701,1,1349
9005,8741,1,2939
9005,2850,1,6357
9005,789,1,745
9005,18286,1,472
9005,5821,1,358
9005,10594,1,1617
9005,1020,1,4398
9005,1582,1,869
9005,21144,1,2710
9005,24188,1,805
9005,8578,1,4693
9005,8644,1,2559
9005,9873,1,1347
9005,19306,1,3631
9005,4927,1,2416
9005,8491,1,4258
9005,15249,1,2972
9005,7265,1,2300
9005,8621,1,2910
9005,10196,1,3047
9005,22531,1,186
9005,22394,1,780
9005,14451,1,3824
9005,21772,1,3298
9005,18897,1,3028
9005,8746,1,13547
9005,24816,1,6274
9005,21714,1,4229
9005,18421,1,146
9005,14410,1,8397
9005,263,1,2730
