wordId, fileId, frequency, positions
102112,17032,13,"3432,3448,3473,3508,3521,3530,3541,3547,3574,3586,3599,3615,7278"
102112,22006,2,"68,901"
102112,13075,2,"811,813"
102112,22307,1,5050
102112,18380,1,3069
102112,14241,1,6182
102112,5382,1,1284
102112,24888,1,7900
102112,25052,1,714
102112,8830,1,11818
102112,5062,1,1771
102112,14171,1,1130
102112,10230,1,13380
102112,10129,1,2683
102112,598,1,3769
102112,4988,1,1251
102112,3113,1,4074
102112,14056,1,378
102112,958,1,3526
102112,23193,1,3615
102112,4753,1,217
102112,5357,1,1408
