wordId, fileId, frequency, positions
831,20640,71,"805,1507,1580,1707,1821,2767,3213,4211,4436,4672,5197,5720,6681,6879,7090,7189,7234,7362,7520,7547,8588,8951,8987,8999,9177,9193,9246,9363,9379,9957,9962,10073,10799,10940,11024,11031,11048,11089,11093,11107,11180,11185,11190,11195,11225,11231,11240,11281,11378,11478,12262,12266,12805,13168,13777,15020,15052,15085,15163,15167,15975,15980,16001,17000,17276,17592,17593,17943,19495,20257,20411"
831,18630,69,"186,250,381,590,620,625,687,714,751,754,1204,1247,1494,1538,1546,1591,1696,1805,2105,2107,2114,2161,2196,2197,2330,2334,2342,2353,2377,2386,2397,2412,2414,2444,2447,2454,2482,2504,2513,2545,2552,2563,2566,2573,2581,2597,2609,2627,2666,2693,2695,2717,2733,2880,2937,3056,3085,3946,4611,4640,4642,4805,4809,5149,5705,5715,6495,6499,6504"
831,4122,62,"46,76,95,154,218,219,233,243,258,280,369,621,627,1002,1377,2350,2358,2359,2534,2624,3032,3045,3095,3101,3135,3143,3260,3391,3397,3398,3452,3467,3565,3673,3689,3690,3716,3939,4042,4045,4051,4292,4469,4758,4905,5019,5029,5193,5332,5600,5614,5999,6010,6011,6089,6140,6393,6460,7415,7455,7538,7596"
831,8027,61,"23,26,48,246,291,334,381,620,876,1054,1296,1846,2727,2741,2997,3410,3735,3860,4307,4755,4886,5033,5040,5199,5281,5605,6359,6549,6555,7491,7517,7642,8833,9156,9367,9733,9782,9803,10034,10330,10467,10566,11248,11746,12547,12966,13152,13218,13353,13437,14436,14702,14862,14929,15318,15536,15650,15923,16201,16560,16807"
831,7323,60,"440,449,1422,1556,1867,1870,1883,1897,1904,2027,2068,2125,2132,2173,2522,3016,3032,3097,3789,4099,4110,4154,4229,4392,4414,4522,4553,4565,4661,4669,4696,4711,4742,4850,4880,4948,5026,5049,5519,5675,5712,6281,6363,6666,7285,7601,7723,8071,8083,8475,8707,8833,8847,8910,8958,8971,9162,9262,9522,9686"
831,20522,56,"86,289,298,390,441,592,615,624,629,637,674,687,717,734,804,947,954,964,1217,1384,1400,1425,1668,1675,1686,1696,1703,1717,1726,1741,1805,1817,1897,2097,2270,2787,2880,2893,3070,3128,3322,3548,3707,3723,3950,4403,4614,5207,5228,5415,5494,5500,5507,5587,5603,5879"
831,6820,52,"153,291,943,1471,1522,2388,2390,2447,3565,3578,3586,3724,3823,4013,4128,4171,4432,4769,5319,5494,5531,6061,6130,7227,8210,8219,8228,8269,8610,8682,8715,8740,8761,8769,8882,9033,9076,9116,9248,9258,9262,9275,9611,9994,10973,11070,11072,11100,11108,11219,11279,11639"
831,16213,50,"402,1107,1348,1389,1432,1555,1634,1775,1846,1888,1925,2115,2139,2196,2278,2304,2319,2406,2408,2672,2753,3203,3833,3834,4281,4410,4952,4983,5006,5151,5202,5472,5492,5897,6211,6369,6589,6740,6866,7268,7549,7602,7644,7966,8373,8734,8765,9158,9299,9331"
831,7792,49,"464,475,1367,3685,4191,5838,5868,6382,6400,6431,6438,6451,8394,13148,13150,13156,13291,13301,13367,13477,13507,13547,13581,13617,13628,13659,13733,13876,13942,13962,13968,13971,14000,14030,14133,14386,14436,14494,14517,14525,14658,15603,15619,15722,17068,17644,17703,17714,17746"
831,9179,48,"46,48,76,241,243,468,4968,7114,7853,7863,7887,7940,10417,10419,10429,10491,10504,10531,10561,10565,10566,10921,11000,11539,11612,11687,11766,11769,11846,11877,11931,11936,11947,12089,12124,12245,12289,14113,14114,14116,14129,14350,14375,14845,15723,15731,15743,15787"
831,12568,44,"101,403,422,1946,1963,2074,2110,2126,2598,2603,2666,2801,2950,3000,3193,3270,3306,4211,4257,5141,5257,5996,6590,6831,6841,6861,7021,7025,7039,7045,7060,7071,7073,7138,7646,7652,8266,8486,8496,8499,8975,9481,9500,10947"
831,12022,42,"846,1192,1233,1251,1809,1820,1865,1868,1871,1900,1901,2801,3038,3369,3836,3847,3863,4027,4030,4031,4056,4092,4103,4142,4152,4319,4374,4561,4801,5221,5228,5229,5235,5244,5276,5316,5367,5427,5501,5524,5533,5538"
831,25261,41,"15,109,122,140,169,221,304,379,463,525,592,658,692,742,758,770,785,804,822,837,851,866,880,899,913,933,947,963,977,995,1170,1241,1566,1935,1966,1984,2008,2427,2604,3182,3231"
831,7311,41,"139,1493,1694,1724,1771,2108,2132,2137,2155,2161,2182,2203,2209,2224,2236,2241,2253,2263,2268,2288,2441,2648,2716,3109,3218,3229,3494,3598,3738,3779,3784,3890,3927,3948,3982,4000,4004,4015,4459,4465,4674"
831,20631,38,"168,175,176,267,280,1168,4137,4636,4661,4692,4699,4713,4802,4805,4815,4863,4953,5269,5277,6928,6953,7067,7538,7655,7687,7692,7769,7806,7845,7904,7951,8129,8141,8314,8364,8556,9116,9128"
831,8885,38,"77,86,126,181,182,458,500,710,784,826,934,1283,1378,1651,1653,1667,1684,1685,1909,1988,2024,2490,2784,3096,4117,4150,4173,4340,4434,4592,4598,4609,4684,4686,4697,4698,4721,4839"
831,1369,37,"3263,3311,4236,4275,6888,7031,7342,7425,7485,7501,7604,7828,7935,7974,7989,8005,8039,10536,10880,11130,11641,11659,11725,11758,11801,11823,11845,12040,12068,12146,12400,12664,12676,12918,15419,16947,18085"
831,20883,36,"3382,3737,7926,12155,12170,15643,15696,15783,15787,15801,15844,15855,15861,15871,15889,15900,15902,15906,15911,15963,15972,15984,15997,16021,16035,16041,16059,16082,16126,16137,16140,16143,16145,16151,16168,17075"
831,7819,33,"999,1170,1926,6545,6840,6842,6845,6982,7075,7087,7111,7143,7184,7195,7230,7303,7326,7360,7379,7387,7401,7471,7705,7770,7776,7797,7833,7939,8189,8242,8286,8297,9938"
831,8127,33,"1383,1401,1431,1520,1540,2548,2580,2584,3066,3619,3622,3701,3773,4215,4253,4736,4740,4769,4787,4827,4836,4982,4998,5237,5257,5302,5324,5525,5617,5826,5889,5957,5972"
831,20993,32,"273,1030,1374,1794,2367,2597,2978,3111,3576,3856,4039,4107,4207,4343,4344,4629,4646,4780,4788,5112,5133,5261,5698,5807,5879,5940,5968,6170,6174,6672,6790,6989"
831,16093,31,"32,69,321,1878,2396,3240,4190,4262,4403,4825,4854,4860,4947,5053,5108,5176,5389,5604,5631,5664,5980,6024,6116,6275,6814,7186,7753,7782,7825,7836,7861"
831,9049,30,"424,886,893,1238,3100,3141,3196,3208,9681,9684,9704,9757,9786,9811,10466,10923,10933,10965,11146,11155,11272,11278,11288,11327,11337,11355,11372,11392,11405,11921"
831,25601,29,"503,534,3713,3714,4391,4396,4406,4427,4628,4634,4658,4813,4814,4934,4982,6534,6546,6550,6803,6962,6971,8333,9125,9132,9137,9140,9149,9157,9811"
831,7036,29,"232,330,334,354,910,987,1099,1134,1138,1228,1360,1416,1466,1984,2167,2201,2848,2854,2859,2973,2984,3006,3025,3068,3260,3265,3283,4986,5566"
831,9473,28,"95,212,318,1113,1123,1134,1139,1234,1266,1307,1393,1457,1480,1514,1608,1760,1822,2055,2722,2913,3321,3426,5121,5465,5470,5517,5581,9539"
831,3631,28,"1921,1938,2016,2026,5208,10556,13373,14340,14394,14754,14767,14834,15165,15237,15256,15265,15321,15325,15399,15493,15600,15606,15611,15630,15649,15875,15945,16042"
831,8929,27,"109,200,576,602,1073,1095,1126,1531,1700,1811,1897,2154,2535,3082,3148,3813,4485,4619,4755,4876,5137,5627,5836,5839,5972,6312,6329"
831,16290,27,"205,812,972,1053,1060,1167,1434,1457,1627,2026,2052,2102,2177,2282,2300,2320,2528,2976,3075,3139,3308,3371,3458,3651,3657,3660,3741"
831,4429,26,"59,828,1016,1064,1366,1502,1589,1683,2281,2507,2816,3211,3243,3332,3350,3399,3545,3547,3626,3696,3825,4033,4044,4379,4419,5085"
831,12676,26,"782,1291,1320,1668,2594,2871,2891,2931,3003,3161,3316,3323,3384,3451,3679,4308,4443,4982,5032,5173,5266,5350,5375,5689,7206,7215"
831,18701,25,"606,619,631,668,674,683,687,692,705,720,864,875,890,892,958,977,992,1562,1566,1656,1661,1665,1671,1675,1682"
831,7771,25,"586,712,727,763,771,865,869,875,880,901,942,982,985,992,1007,1036,1053,1158,1402,1420,1524,1536,1553,1566,1576"
831,18798,25,"591,712,732,789,2399,3031,3185,3347,3418,3423,3427,4305,5849,6250,6304,6617,7973,8003,8390,8520,8529,8551,8601,8608,8781"
831,14211,24,"662,1034,1476,1516,1716,2006,2808,2990,3013,3087,3257,3407,3614,3836,3864,4183,4193,4319,4391,4495,6828,6841,6871,6877"
831,9794,24,"132,850,868,1012,1477,1478,1481,1514,3042,3646,3649,3801,4087,4102,4131,4165,4628,4685,6216,6488,6497,6527,6614,6960"
831,6641,24,"354,368,370,897,899,1002,1096,1393,1395,1405,1413,1425,1441,1460,1507,1521,1523,1650,1706,1997,2012,2031,2503,2520"
831,5643,24,"741,1641,2873,3299,3396,3420,3453,4486,5587,5652,5731,5958,6089,6128,6190,6231,6305,6314,6317,6364,6369,6378,6417,7068"
831,18882,23,"118,160,216,1057,1064,1067,1078,1093,1122,1210,1506,2228,2414,2442,2705,2738,2794,2840,2846,3664,4530,4575,4590"
831,20512,23,"839,851,1282,1314,1332,1354,1720,1770,1779,1796,1804,1816,1840,2001,2228,2677,2957,4716,4743,4749,5180,5691,5973"
831,16362,23,"3,30,455,641,748,776,797,1040,1071,1101,1628,1880,2033,2119,2139,2285,2553,2562,2706,2712,2780,2797,2801"
831,6294,23,"219,364,449,529,1008,1104,1118,1122,1138,1178,1182,1188,1205,1307,1314,1412,1428,1456,1985,2057,2066,3734,3769"
831,24401,22,"68,319,338,393,502,1015,1457,1707,2235,2822,2875,2959,2970,3084,3167,3532,4546,4694,4707,4902,4905,4921"
831,1333,22,"231,324,731,985,1221,1253,1381,1511,1868,2737,2740,2799,2832,3311,4624,4645,4810,4863,4999,5059,5593,6630"
831,11268,22,"1548,3514,3546,3644,3669,3687,3694,3700,3704,3872,3878,3884,3889,3949,3973,4107,4149,4197,4700,5679,5955,6052"
831,4737,22,"4,218,353,356,361,365,441,456,1070,1544,2176,2246,2291,3661,4672,4835,4841,4857,4870,4876,5068,5235"
831,6796,21,"440,441,515,1032,1953,1956,1965,2070,2305,2319,2411,2434,2460,2484,2487,3303,6028,7940,12077,12719,12736"
831,5720,20,"1850,1859,1873,2997,3070,5082,5372,5413,5419,5458,5479,5492,5666,5670,5761,5818,5934,5974,6007,6029"
831,18216,20,"573,603,808,925,1619,1731,1754,1795,1836,1887,2147,2382,2398,3355,4057,4212,6971,6979,7607,8642"
831,12066,20,"733,744,957,962,970,975,980,990,1015,1020,1024,1221,1263,1271,1813,1842,1877,1956,2033,2043"
831,12166,20,"403,1795,3770,3786,3790,3826,3855,3876,3911,3919,4076,4211,4214,4240,4300,4371,6112,6651,6715,6741"
831,3628,20,"5,177,280,330,397,644,650,654,666,674,880,931,1077,1170,1264,1282,1357,2373,2380,2937"
831,3929,19,"285,1082,1586,1671,1676,1866,1987,2009,2015,2064,2166,2204,2305,2669,2824,3008,3144,3253,3284"
831,16842,19,"52,1724,2298,2306,2316,2339,2347,2358,2538,2615,2630,2666,2696,2747,2767,2790,2806,2817,3982"
831,5984,19,"251,286,1137,1475,1620,1684,5301,6002,6047,6054,6250,6961,7154,7205,7256,7601,7753,12717,14513"
831,13200,19,"184,202,217,3417,3449,3451,3476,3515,3550,3559,3564,4221,4705,4716,4732,4917,4924,4941,5090"
831,20084,19,"206,363,2347,2718,2728,3756,4471,4838,5548,5551,5559,5571,5573,5713,5717,5733,5745,6050,6243"
831,2849,18,"965,976,990,994,1070,1136,1157,1317,1335,1522,1696,1888,2107,2126,3010,3373,3387,3975"
831,7994,18,"1165,1310,1803,2248,2258,2296,2554,2592,2664,2681,2685,2872,2901,3449,3454,3480,3529,3620"
831,13194,18,"198,199,4188,4716,5927,5948,5986,6008,6049,6090,6163,6165,6168,6183,6186,6274,6295,6379"
831,17037,17,"277,310,313,338,378,393,397,413,422,438,459,467,486,886,888,1518,1802"
831,19116,17,"2794,2909,3942,3944,3951,4011,4194,4325,4853,5630,5681,5729,5735,5890,5919,5935,6546"
831,9737,17,"200,204,207,216,290,307,313,1239,1265,1350,1354,1839,2097,2109,2122,2136,2153"
831,2536,17,"1534,1553,4394,4702,4745,4760,4767,4775,4802,4813,4825,4838,4977,5841,5912,5918,5921"
831,558,17,"422,429,439,504,1076,1082,1113,1271,1386,2607,3084,3098,3112,3119,3559,3572,3721"
831,13700,17,"158,944,1242,1318,1336,1338,1351,1360,1407,1448,1532,1548,1589,1707,1741,1824,1849"
831,1398,16,"36,37,80,299,303,309,323,762,861,877,1107,1331,2108,2311,2337,2340"
831,19654,16,"117,122,133,178,180,204,217,438,453,466,765,773,781,809,850,2304"
831,8231,16,"1498,1546,1568,1587,1598,1609,1623,1650,1655,1661,1678,1684,1691,1714,1718,2141"
831,928,16,"286,2545,4470,5758,5759,5762,5793,5804,5808,5818,5880,5910,6312,7252,8751,9521"
831,7014,16,"118,240,5248,5261,5267,5289,5587,5965,5970,7937,7975,8012,9907,12814,12818,12822"
831,4598,16,"327,977,1451,1635,1651,1687,3186,3473,3750,3766,4283,4371,4405,4416,4420,4426"
831,24721,15,"836,2135,2140,2325,2377,2410,2870,2876,3012,3480,3538,3542,3562,3957,3968"
831,8439,15,"56,129,380,444,1726,1743,1828,1852,1863,1868,1927,2101,2117,2796,2857"
831,20629,15,"2957,2962,2966,3881,3882,5274,6024,6387,7766,7786,7832,8209,8239,8333,9772"
831,20638,15,"33,193,4751,4961,5612,6176,9519,10610,10657,10670,10675,10714,13636,13719,13843"
831,9799,15,"357,1222,2052,2859,2904,2983,3091,3377,3394,3983,3989,4006,4035,4043,4517"
831,3785,15,"157,174,2832,3159,3386,3504,3603,3688,3993,4025,4208,4250,4317,4683,4878"
831,16318,15,"398,400,1213,1216,1221,1478,1483,1636,1803,2038,2066,2153,2297,2502,2510"
831,6360,15,"4188,4312,4327,4422,4463,4502,4510,4580,4622,4630,4702,4704,4729,4735,5036"
831,15996,15,"736,742,746,768,799,814,829,837,846,954,967,971,1102,1137,1887"
831,3226,15,"415,869,1865,3191,3952,4540,4569,6361,6612,6702,6713,6726,8044,9211,9722"
831,21563,15,"1946,3747,4032,4062,5897,5920,6261,6464,6957,7188,7962,8200,8541,8551,8953"
831,3863,15,"2286,5938,5970,7047,7166,7479,7505,7748,11277,11686,12685,12767,13647,14199,14204"
831,5402,15,"379,428,466,484,503,1507,1549,1708,1751,1773,1801,1809,1810,1855,1876"
831,4515,15,"242,2315,4531,4536,4559,10400,10547,10548,10654,10681,10712,11008,13181,13211,13992"
831,21430,14,"280,1745,2086,2986,3051,3067,3083,3091,3094,3119,3130,3142,3154,3193"
831,9283,14,"1112,1613,2226,5413,5746,5762,5793,5807,5875,5889,5893,6050,6788,6824"
831,3118,14,"478,480,1044,1092,1286,1289,3122,4006,4127,4697,5960,8027,10178,11351"
831,439,14,"7052,7054,7057,7062,7071,7078,7080,7187,9467,10263,10378,10444,10451,13508"
831,14684,14,"64,222,305,867,872,1351,1366,1376,1630,1741,1785,2349,2361,2396"
831,9715,14,"2282,2293,2443,2446,2455,2460,2519,2613,2641,2654,2778,2791,7134,7200"
831,13367,14,"312,2006,2071,2121,2216,2855,3031,3082,3433,4055,4070,4121,4458,4530"
831,8166,14,"2047,3133,4229,4610,4611,4717,4808,4815,4958,6161,6200,9580,9586,9648"
831,9870,14,"319,339,565,1522,1950,2306,2317,3384,4028,4035,4641,4648,5083,5664"
831,25191,14,"88,1731,1745,1768,1973,1975,2022,2039,2109,2400,2493,3053,3063,3088"
831,9567,14,"337,5425,9866,12529,12555,12567,12615,12630,12657,12691,12710,13034,13038,13764"
831,19210,14,"681,1058,1675,2077,2078,2109,2802,2889,2900,3215,3488,5578,6074,6091"
831,13952,14,"282,309,323,1358,1848,2052,2221,2406,2943,3482,3672,3978,4106,4724"
831,16142,14,"482,723,737,775,1012,1031,1137,1152,1267,1409,1429,1444,1610,1636"
